0, 0, Header, 1, 1, 480
1, 0, Start_track
1, 0, Title_t, "B\342\231\255 Clarinet\000"
1, 0, Time_signature, 6, 3, 24, 8
1, 0, Key_signature, 1, "major"
1, 0, Tempo, 666667
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 71
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 0, MIDI_port, 0
1, 0, Note_on_c, 0, 67, 80
1, 0, Control_c, 0, 2, 80
1, 359, Note_on_c, 0, 67, 0
1, 360, Note_on_c, 0, 65, 80
1, 479, Note_on_c, 0, 65, 0
1, 480, Note_on_c, 0, 64, 80
1, 719, Note_on_c, 0, 64, 0
1, 720, Note_on_c, 0, 65, 80
1, 1919, Note_on_c, 0, 65, 0
1, 1920, End_track
0, 0, End_of_file
