0, 0, Header, 1, 1, 480
1, 0, Start_track
1, 0, Title_t, "Flute\000"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 2, "major"
1, 0, Tempo, 750000
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 73
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 0, MIDI_port, 0
1, 0, Note_on_c, 0, 64, 90
1, 0, Control_c, 0, 2, 90
1, 1595, Note_on_c, 0, 64, 0
1, 1680, Control_c, 0, 2, 80
1, 1680, Note_on_c, 0, 64, 80
1, 1755, Note_on_c, 0, 64, 0
1, 1760, Note_on_c, 0, 64, 80
1, 1835, Note_on_c, 0, 64, 0
1, 1840, Note_on_c, 0, 64, 80
1, 1915, Note_on_c, 0, 64, 0
1, 1920, Note_on_c, 0, 64, 80
1, 2147, Note_on_c, 0, 64, 0
1, 2160, Note_on_c, 0, 64, 80
1, 2235, Note_on_c, 0, 64, 0
1, 2240, Note_on_c, 0, 64, 80
1, 2315, Note_on_c, 0, 64, 0
1, 2320, Note_on_c, 0, 64, 80
1, 2395, Note_on_c, 0, 64, 0
1, 2400, Note_on_c, 0, 64, 80
1, 2519, Note_on_c, 0, 64, 0
1, 2640, Note_on_c, 0, 64, 80
1, 2715, Note_on_c, 0, 64, 0
1, 2720, Note_on_c, 0, 64, 80
1, 2795, Note_on_c, 0, 64, 0
1, 2800, Note_on_c, 0, 64, 80
1, 2875, Note_on_c, 0, 64, 0
1, 2880, Note_on_c, 0, 64, 80
1, 2999, Note_on_c, 0, 64, 0
1, 3120, Note_on_c, 0, 76, 80
1, 3195, Note_on_c, 0, 76, 0
1, 3200, Note_on_c, 0, 75, 80
1, 3275, Note_on_c, 0, 75, 0
1, 3280, Note_on_c, 0, 74, 80
1, 3355, Note_on_c, 0, 74, 0
1, 3360, Note_on_c, 0, 73, 80
1, 4499, Note_on_c, 0, 73, 0
1, 4560, Note_on_c, 0, 73, 80
1, 4639, Note_on_c, 0, 73, 0
1, 4640, Note_on_c, 0, 76, 80
1, 4715, Note_on_c, 0, 76, 0
1, 4720, Note_on_c, 0, 76, 80
1, 4795, Note_on_c, 0, 76, 0
1, 4800, Note_on_c, 0, 76, 80
1, 5483, Note_on_c, 0, 76, 0
1, 5520, Note_on_c, 0, 76, 80
1, 5595, Note_on_c, 0, 76, 0
1, 5600, Note_on_c, 0, 76, 80
1, 5675, Note_on_c, 0, 76, 0
1, 5680, Note_on_c, 0, 76, 80
1, 5755, Note_on_c, 0, 76, 0
1, 5760, Note_on_c, 0, 75, 80
1, 5879, Note_on_c, 0, 75, 0
1, 6000, Note_on_c, 0, 75, 80
1, 6075, Note_on_c, 0, 75, 0
1, 6080, Note_on_c, 0, 75, 80
1, 6155, Note_on_c, 0, 75, 0
1, 6160, Note_on_c, 0, 75, 80
1, 6235, Note_on_c, 0, 75, 0
1, 6240, Note_on_c, 0, 73, 80
1, 6359, Note_on_c, 0, 73, 0
1, 6480, Note_on_c, 0, 76, 80
1, 6519, Note_on_c, 0, 76, 0
1, 6560, Note_on_c, 0, 75, 80
1, 6599, Note_on_c, 0, 75, 0
1, 6640, Note_on_c, 0, 75, 80
1, 6679, Note_on_c, 0, 75, 0
1, 6720, Note_on_c, 0, 73, 80
1, 7403, Note_on_c, 0, 73, 0
1, 7440, Note_on_c, 0, 73, 80
1, 7515, Note_on_c, 0, 73, 0
1, 7520, Note_on_c, 0, 76, 80
1, 7595, Note_on_c, 0, 76, 0
1, 7600, Note_on_c, 0, 76, 80
1, 7675, Note_on_c, 0, 76, 0
1, 7676, End_track
0, 0, End_of_file
